titles,images,prices,ratings,purls
"Nokia 110 with Built-in UPI App and Scan & Pay Feature, MP3 Player, Rear Camera, Long-Lasting Battery, and Voice Recorder | Blue",https://m.media-amazon.com/images/I/61y6jdaZiRL._AC_UY218_.jpg,"1,348",3.8,https://www.amazon.in/Nokia-110-Feature-Long-Lasting-Recorder/dp/B0C8HPY6QS/ref=sr_1_53?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-53
"Samsung Galaxy F15 5G (Jazzy Green, 6GB RAM, 128 GB Storage)",https://m.media-amazon.com/images/I/71ECv8YV3RL._AC_UY218_.jpg,"12,221",4.1,https://www.amazon.in/Samsung-Galaxy-Jazzy-Green-Storage/dp/B0CY8D33MQ/ref=sr_1_54?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-54
"OnePlus Nord CE4 Lite 5G (Ultra Orange, 8GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/51KJE22BKrL._AC_UY218_.jpg,"17,998",4.1,https://www.amazon.in/OnePlus-Ultra-Orange-128GB-Storage/dp/B0D5YDJ5QM/ref=sr_1_57?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-57
"realme NARZO 80 Pro 5G (Racing Green,8GB+128GB) | Segment's 1st MediaTek Dimensity 7400 Chipset | 6000mAh Titan Battery + 80W Ultra Charge | 4500nits HyperGlow Esports Display | IP69 Waterproof",https://m.media-amazon.com/images/I/71SIo8NrZLL._AC_UY218_.jpg,"19,999",4.4,https://www.amazon.in/realme-Segments-Dimensity-HyperGlow-Waterproof/dp/B0F1DDG97W/ref=sr_1_58?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-58
Apple iPhone 15 (128 GB) - Yellow,https://m.media-amazon.com/images/I/71REplb5oZL._AC_UY218_.jpg,"61,390",4.5,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTA2MTI0NTcwMTQ1MzgzOjE3NDU2NzMyMTU6c3BfbXRmOjMwMDA1NzU5NDUzNzkzMjo6MDo6&url=%2FApple-iPhone-15-128-GB%2Fdp%2FB0CHX7NG26%2Fref%3Dsr_1_59_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673214%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"iPhone 16 Pro 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Desert Titanium",https://m.media-amazon.com/images/I/61JvFLHZ6NL._AC_UY218_.jpg,"1,22,900",4.4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTA2MTI0NTcwMTQ1MzgzOjE3NDU2NzMyMTU6c3BfbXRmOjMwMDM1NTM0ODg1NjczMjo6MDo6&url=%2FiPhone-16-Pro-256-GB%2Fdp%2FB0DGJ6151N%2Fref%3Dsr_1_60_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673214%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Samsung Galaxy M35 5G (Daybreak Blue,6GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",https://m.media-amazon.com/images/I/81nt-RGKpyL._AC_UY218_.jpg,"14,998",4.1,https://www.amazon.in/Samsung-Daybreak-Storage-Corning-Gorilla/dp/B0D8123CLN/ref=sr_1_61?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-61
"Lava Bold 5G (Sapphire Blue, 4GB RAM, 128GB Storage) | 3D Curved FHD+ AMOLED Display | Mediatek Dimensity 6300 Processor | IP64 Water Resistance | 64MP Rear Sensor | Supports All Indian 5G Bands",https://m.media-amazon.com/images/I/61ZkAlnVKHL._AC_UY218_.jpg,"11,999",,https://www.amazon.in/Lava-Bold-5G-Dimensity-Resistance/dp/B0F1N2SKSG/ref=sr_1_62?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-62
"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Gray, 12GB, 256GB Storage)",https://m.media-amazon.com/images/I/81vxWpPpgNL._AC_UY218_.jpg,"92,000",4,https://www.amazon.in/Samsung-Galaxy-Smartphone-Titanium-Storage/dp/B0CS5XW6TN/ref=sr_1_63?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-63
"Samsung Galaxy F05 (Twilight Blue, 64 GB) (4 GB RAM)",https://m.media-amazon.com/images/I/71Q6eGldZVL._AC_UY218_.jpg,"6,915",3.9,https://www.amazon.in/Samsung-Galaxy-Twilight-Blue-64/dp/B0DJC2L66N/ref=sr_1_64?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-64
"Oppo F27 Pro+ 5G (Midnight Navy, 8GB RAM, 256GB Storage) | 6.7"" FHD+ AMOLED Toughest 3D Curved Display|64MP AI Featured Camera|IP69 | 67W SUPERVOOC| with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/91wPh6RMcdL._AC_UY218_.jpg,"27,999",4,https://www.amazon.in/Midnight-Toughest-Featured-SUPERVOOC-Additional/dp/B0D53M1ZQX/ref=sr_1_65?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-65
"iQOO 13 5G (Nardo Grey, 16GB RAM, 512GB Storage)",https://m.media-amazon.com/images/I/519PLA1WnuL._AC_UY218_.jpg,"59,999",4.4,https://www.amazon.in/iQOO-Nardo-Grey-512GB-Storage/dp/B07WGPFNLC/ref=sr_1_66?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-66
"Samsung Galaxy S25 Ultra 5G AI Smartphone (Titanium Whitesilver, 12GB RAM, 512GB Storage), 200MP Camera, S Pen Included, Long Battery Life",https://m.media-amazon.com/images/I/71-d7XDbhIL._AC_UY218_.jpg,"1,41,999",4.2,https://www.amazon.in/Samsung-Smartphone-Titanium-Whitesilver-Included/dp/B0DSKLSV63/ref=sr_1_67?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-67
"realme NARZO 70 Turbo 5G (Turbo Green, 8GB RAM,128GB Storage) | Segment's Fastest Dimensity 7300 Energy 5G Chipset | Motorsports Inspired Design",https://m.media-amazon.com/images/I/71GHoiLCpFL._AC_UY218_.jpg,"16,498",4.1,https://www.amazon.in/realme-Segments-Dimensity-Motorsports-Inspired/dp/B0DDTZT8BY/ref=sr_1_68?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU&dib_tag=se&keywords=mobiles&qid=1745673214&sprefix=mobiles%2Caps%2C247&sr=8-68
"iPhone 16e 256 GB: Built for Apple Intelligence, A18 Chip, Supersized Battery Life, 48MP Fusion. Camera, 15.40 cm (6.1??) Super Retina XDR Display; White",https://m.media-amazon.com/images/I/61SKi94cImL._AC_UY218_.jpg,"68,400",4.2,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTA2MTI0NTcwMTQ1MzgzOjE3NDU2NzMyMTU6c3BfYnRmOjMwMDQ4ODY0NTU0MTQzMjo6MDo6&url=%2FiPhone-16e-256-Intelligence-Supersized%2Fdp%2FB0DXQG24ZN%2Fref%3Dsr_1_69_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673214%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Apple iPhone 13 (512 GB) - Green,https://m.media-amazon.com/images/I/61-r9zOKBCL._AC_UY218_.jpg,"60,900",4.5,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTA2MTI0NTcwMTQ1MzgzOjE3NDU2NzMyMTU6c3BfYnRmOjIwMDM1NTMzNDQwNDk4OjowOjo&url=%2FApple-iPhone-13-512-GB%2Fdp%2FB09V4KHL1B%2Fref%3Dsr_1_70_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.lUlyoORKcUepX72fPYc7p_9YocPMNUXnd59GPerXDc4f1rBuRh9pjGrGvxyLWPlqJWyKgHYUQ92BDf8SbfxNHOPEzwLdJHHhRSyMovQH2uwlPjbfBThMSjxPrE5g_RatYxJZHFK3DK5NKVbMYxAuDYf80tcqSRTsYVRlC4XXDn989on2nzjc55iZsju73ZkDXhipXLe7gE07-Kqg6OHwbhdHdbD_ipOFRLqBEsorTxU.iBm4RsRBsiGRc55OtpZetC33eS2tSunN27PyLMz0yLU%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673214%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"iPhone 16 Plus 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Ultrmarine",https://m.media-amazon.com/images/I/71D3JsltoLL._AC_UY218_.jpg,"92,900",4.5,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0OTAyMTI5NjQxMjkzMTc4OjE3NDU2NzMyMjA6c3BfYXRmX25leHQ6MzAwMzUxNDgxOTc5OTMyOjowOjo&url=%2FiPhone-16-Plus-256-Ultrmarine%2Fdp%2FB0DGJGRDDS%2Fref%3Dsr_1_65_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.IRCzVwh55S-KJ1ygXKjK2uG2dMIpdh-3eVb7G2SsUNm6ZtPeYK8Rqh83Fbi4ChQ3LIg3fJFk5KkX2KBKlMbOxSunrLPuLQXhrrh0x3jYAmhfnYEFuFeYX2ZjCIkvMjaxdV2RceSQSUdgXHF0TBoTgmbsVN59Z7Hkca0i8MGRIO1vrtYQv-653f5v-Gg01OU_smULCXSLeQrRpoi9c94Mnt1DCRJzGQwm04hMoqnNV8Y.bwKrAWyYMy3XU-gJrmUk7aNGSJZpWnmovnDIvFShXXI%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673220%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Pink",https://m.media-amazon.com/images/I/61zwK7mmLtL._AC_UY218_.jpg,"72,900",4.4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0OTAyMTI5NjQxMjkzMTc4OjE3NDU2NzMyMjA6c3BfYXRmX25leHQ6MzAwMzUxNDgxOTgwODMyOjowOjo&url=%2FiPhone-16-128-GB-Control%2Fdp%2FB0DGJ8YZDF%2Fref%3Dsr_1_66_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.IRCzVwh55S-KJ1ygXKjK2uG2dMIpdh-3eVb7G2SsUNm6ZtPeYK8Rqh83Fbi4ChQ3LIg3fJFk5KkX2KBKlMbOxSunrLPuLQXhrrh0x3jYAmhfnYEFuFeYX2ZjCIkvMjaxdV2RceSQSUdgXHF0TBoTgmbsVN59Z7Hkca0i8MGRIO1vrtYQv-653f5v-Gg01OU_smULCXSLeQrRpoi9c94Mnt1DCRJzGQwm04hMoqnNV8Y.bwKrAWyYMy3XU-gJrmUk7aNGSJZpWnmovnDIvFShXXI%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673220%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"2&CO T3 Pro 5G (Emerald Green, 8GB RAM+ 256GB Storage) | Snapdragon 7 Gen 3 Processor | 120Hz AMOLED Display | Dual Nano-SIM | 5500mAh Battery",https://m.media-amazon.com/images/I/61p-ILXrN4L._AC_UY218_.jpg,"23,099",4.3,https://www.amazon.in/CO-T3-Pro-Snapdragon-Processor/dp/B0DNK85GFL/ref=sr_1_67?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.IRCzVwh55S-KJ1ygXKjK2uG2dMIpdh-3eVb7G2SsUNm6ZtPeYK8Rqh83Fbi4ChQ3LIg3fJFk5KkX2KBKlMbOxSunrLPuLQXhrrh0x3jYAmhfnYEFuFeYX2ZjCIkvMjaxdV2RceSQSUdgXHF0TBoTgmbsVN59Z7Hkca0i8MGRIO1vrtYQv-653f5v-Gg01OU_smULCXSLeQrRpoi9c94Mnt1DCRJzGQwm04hMoqnNV8Y.bwKrAWyYMy3XU-gJrmUk7aNGSJZpWnmovnDIvFShXXI&dib_tag=se&keywords=mobiles&qid=1745673220&sprefix=mobiles%2Caps%2C247&sr=8-67
"realme P1 5G (Feather Blue, 6GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/81sFEYtkIuL._AC_UY218_.jpg,"13,847",3.7,https://www.amazon.in/realme-Feather-Blue-128GB-Storage/dp/B0DJH3TZVC/ref=sr_1_70?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.IRCzVwh55S-KJ1ygXKjK2uG2dMIpdh-3eVb7G2SsUNm6ZtPeYK8Rqh83Fbi4ChQ3LIg3fJFk5KkX2KBKlMbOxSunrLPuLQXhrrh0x3jYAmhfnYEFuFeYX2ZjCIkvMjaxdV2RceSQSUdgXHF0TBoTgmbsVN59Z7Hkca0i8MGRIO1vrtYQv-653f5v-Gg01OU_smULCXSLeQrRpoi9c94Mnt1DCRJzGQwm04hMoqnNV8Y.bwKrAWyYMy3XU-gJrmUk7aNGSJZpWnmovnDIvFShXXI&dib_tag=se&keywords=mobiles&qid=1745673220&sprefix=mobiles%2Caps%2C247&sr=8-70
"Redmi Note 13 5G (Stealth Black, 12GB RAM, 256GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",https://m.media-amazon.com/images/I/71NnrsYP63L._AC_UY218_.jpg,"19,999",3.8,https://www.amazon.in/Redmi-Stealth-Bezel-Less-Slimmest-Pro-Grade/dp/B0CQPFZ2MF/ref=sr_1_72?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.IRCzVwh55S-KJ1ygXKjK2uG2dMIpdh-3eVb7G2SsUNm6ZtPeYK8Rqh83Fbi4ChQ3LIg3fJFk5KkX2KBKlMbOxSunrLPuLQXhrrh0x3jYAmhfnYEFuFeYX2ZjCIkvMjaxdV2RceSQSUdgXHF0TBoTgmbsVN59Z7Hkca0i8MGRIO1vrtYQv-653f5v-Gg01OU_smULCXSLeQrRpoi9c94Mnt1DCRJzGQwm04hMoqnNV8Y.bwKrAWyYMy3XU-gJrmUk7aNGSJZpWnmovnDIvFShXXI&dib_tag=se&keywords=mobiles&qid=1745673220&sprefix=mobiles%2Caps%2C247&sr=8-72
"Redmi 13 5G, Black Diamond, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",https://m.media-amazon.com/images/I/81ndCd07RuL._AC_UY218_.jpg,"13,998",4,https://www.amazon.in/Redmi-Diamond-Largest-Display-Segment/dp/B0D78Y577J/ref=sr_1_73?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.IRCzVwh55S-KJ1ygXKjK2uG2dMIpdh-3eVb7G2SsUNm6ZtPeYK8Rqh83Fbi4ChQ3LIg3fJFk5KkX2KBKlMbOxSunrLPuLQXhrrh0x3jYAmhfnYEFuFeYX2ZjCIkvMjaxdV2RceSQSUdgXHF0TBoTgmbsVN59Z7Hkca0i8MGRIO1vrtYQv-653f5v-Gg01OU_smULCXSLeQrRpoi9c94Mnt1DCRJzGQwm04hMoqnNV8Y.bwKrAWyYMy3XU-gJrmUk7aNGSJZpWnmovnDIvFShXXI&dib_tag=se&keywords=mobiles&qid=1745673220&sprefix=mobiles%2Caps%2C247&sr=8-73
"Samsung Galaxy M35 5G (Moonlight Blue,6GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",https://m.media-amazon.com/images/I/81PlVwPxFRL._AC_UY218_.jpg,"14,998",4.1,https://www.amazon.in/Samsung-Moonlight-Storage-Corning-Gorilla/dp/B0D8134JH8/ref=sr_1_74?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.IRCzVwh55S-KJ1ygXKjK2uG2dMIpdh-3eVb7G2SsUNm6ZtPeYK8Rqh83Fbi4ChQ3LIg3fJFk5KkX2KBKlMbOxSunrLPuLQXhrrh0x3jYAmhfnYEFuFeYX2ZjCIkvMjaxdV2RceSQSUdgXHF0TBoTgmbsVN59Z7Hkca0i8MGRIO1vrtYQv-653f5v-Gg01OU_smULCXSLeQrRpoi9c94Mnt1DCRJzGQwm04hMoqnNV8Y.bwKrAWyYMy3XU-gJrmUk7aNGSJZpWnmovnDIvFShXXI&dib_tag=se&keywords=mobiles&qid=1745673220&sprefix=mobiles%2Caps%2C247&sr=8-74
"iPhone 16 Pro 128 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Natural Titanium",https://m.media-amazon.com/images/I/61qV17Px4NL._AC_UY218_.jpg,"1,12,900",4.4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0OTAyMTI5NjQxMjkzMTc4OjE3NDU2NzMyMjA6c3BfbXRmOjMwMDM1NTM0ODg1NjYzMjo6MDo6&url=%2FiPhone-16-Pro-128-GB%2Fdp%2FB0DGJH94KM%2Fref%3Dsr_1_75_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.IRCzVwh55S-KJ1ygXKjK2uG2dMIpdh-3eVb7G2SsUNm6ZtPeYK8Rqh83Fbi4ChQ3LIg3fJFk5KkX2KBKlMbOxSunrLPuLQXhrrh0x3jYAmhfnYEFuFeYX2ZjCIkvMjaxdV2RceSQSUdgXHF0TBoTgmbsVN59Z7Hkca0i8MGRIO1vrtYQv-653f5v-Gg01OU_smULCXSLeQrRpoi9c94Mnt1DCRJzGQwm04hMoqnNV8Y.bwKrAWyYMy3XU-gJrmUk7aNGSJZpWnmovnDIvFShXXI%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673220%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
