titles,images,prices,ratings,purls
"JioBharat K1 Karbonn 4G Keypad Phone with JioTV, JioCinema, JioSoundPay, JioSaavn, Long Lasting Battery, LED Torch, Digital Camera | Black & Red | Locked for JioNetwork",https://m.media-amazon.com/images/I/51pKgX6iYfL._AC_UY218_.jpg,699,3.4,https://www.amazon.in/JioBharat-JioCinema-JioSaavn-BlackRed-JioNetwork/dp/B0CGLTLBNL/ref=sr_1_153?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU&dib_tag=se&keywords=mobiles&qid=1745673248&sprefix=mobiles%2Caps%2C247&sr=8-153
"iQOO 13 5G (Legend, 16GB RAM, 512GB Storage)",https://m.media-amazon.com/images/I/51jAxBrJCtL._AC_UY218_.jpg,"59,998",4.4,https://www.amazon.in/iQOO-Legend-16GB-512GB-Storage/dp/B07WDKLXFR/ref=sr_1_154?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU&dib_tag=se&keywords=mobiles&qid=1745673248&sprefix=mobiles%2Caps%2C247&sr=8-154
"iPhone 16 Plus 512 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Ultrmarine",https://m.media-amazon.com/images/I/71D3JsltoLL._AC_UY218_.jpg,"1,10,900",4.5,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDQyODk1NzAxNjc4MjY0OjE3NDU2NzMyNDk6c3BfbXRmOjMwMDM1MTQ4MTk4MTIzMjo6MDo6&url=%2FiPhone-16-Plus-512-Ultrmarine%2Fdp%2FB0DGJ58SMG%2Fref%3Dsr_1_155_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673248%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"iPhone 16 Pro Max 1 TB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; White Titanium",https://m.media-amazon.com/images/I/61iSZ61xAgL._AC_UY218_.jpg,"1,69,900",4.3,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDQyODk1NzAxNjc4MjY0OjE3NDU2NzMyNDk6c3BfbXRmOjMwMDM1NTM0ODg1NzQzMjo6MDo6&url=%2FiPhone-16-Pro-Max-TB%2Fdp%2FB0DGJ6FKJN%2Fref%3Dsr_1_156_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673248%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"OnePlus Nord CE4 (Celadon Marble, 8GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/61nxQ62qglL._AC_UY218_.jpg,"22,998",4.2,https://www.amazon.in/Oneplus-Celadon-Marble-128Gb-Storage/dp/B0CX58MTNN/ref=sr_1_157?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU&dib_tag=se&keywords=mobiles&qid=1745673248&sprefix=mobiles%2Caps%2C247&sr=8-157
"Samsung Galaxy M35 5G (Thunder Grey,8GB RAM,256GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",https://m.media-amazon.com/images/I/81DeHrvOoqL._AC_UY218_.jpg,"19,498",4.1,https://www.amazon.in/Samsung-Thunder-Storage-Corning-Gorilla/dp/B0D812G7FL/ref=sr_1_158?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU&dib_tag=se&keywords=mobiles&qid=1745673248&sprefix=mobiles%2Caps%2C247&sr=8-158
"realme NARZO 70 Turbo 5G (Turbo Green,12GB RAM, 256GB Storage) | Dimensity 7300 Energy 5G Chipset is Fastest chipset in This Segment | Motorsports Inspired Design",https://m.media-amazon.com/images/I/71GHoiLCpFL._AC_UY218_.jpg,"20,998",4.1,https://www.amazon.in/realme-Storage-Dimensity-Motorsports-Inspired/dp/B0DDTZZG2X/ref=sr_1_159?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU&dib_tag=se&keywords=mobiles&qid=1745673248&sprefix=mobiles%2Caps%2C247&sr=8-159
"realme P1 5G (Phonix Red, 6GB RAM, 128GB Storage)",https://m.media-amazon.com/images/I/710XVU2QtDL._AC_UY218_.jpg,"13,798",3.9,https://www.amazon.in/realme-Phonix-Red-128GB-Storage/dp/B0D1VDN8M9/ref=sr_1_160?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU&dib_tag=se&keywords=mobiles&qid=1745673248&sprefix=mobiles%2Caps%2C247&sr=8-160
"Nokia 235 4G | All-New 4G Keypad Phone with Dual SIM, Scan & Pay UPI, Rear Camera, Wireless FM Radio, MP3 Player, Bluetooth & USB Type C | Blue",https://m.media-amazon.com/images/I/51gbr7YUIVL._AC_UY218_.jpg,"3,609",3.4,https://www.amazon.in/Nokia-All-New-Keypad-Wireless-Bluetooth/dp/B0D5HP289W/ref=sr_1_161?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU&dib_tag=se&keywords=mobiles&qid=1745673248&sprefix=mobiles%2Caps%2C247&sr=8-161
"Samsung Galaxy S24 Plus 5G AI Smartphone (Cobalt Violet, 12GB, 256GB Storage)",https://m.media-amazon.com/images/I/71j6POXc0uL._AC_UY218_.jpg,"55,445",4,https://www.amazon.in/Samsung-Galaxy-Smartphone-Cobalt-Storage/dp/B0CS6FPH6P/ref=sr_1_162?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU&dib_tag=se&keywords=mobiles&qid=1745673248&sprefix=mobiles%2Caps%2C247&sr=8-162
"Lava O3 (Glossy Blue, 3 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box",https://m.media-amazon.com/images/I/51K+7McXYFL._AC_UY218_.jpg,"5,798",3.8,https://www.amazon.in/Lava-Glossy-Blue-Fingerprint-Phone-Cover/dp/B0DP8W2912/ref=sr_1_163?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU&dib_tag=se&keywords=mobiles&qid=1745673248&sprefix=mobiles%2Caps%2C247&sr=8-163
"POCO M7 5G, Satin Black (6GB, 128GB)",https://m.media-amazon.com/images/I/71EfJ+H1uRL._AC_UY218_.jpg,"10,199",3.5,https://www.amazon.in/POCO-Satin-Black-6GB-128GB/dp/B0F134C6R6/ref=sr_1_164?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU&dib_tag=se&keywords=mobiles&qid=1745673248&sprefix=mobiles%2Caps%2C247&sr=8-164
Apple iPhone 15 Plus (256 GB) - Green,https://m.media-amazon.com/images/I/71ZP6U9sWTL._AC_UY218_.jpg,"82,900",4.6,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDQyODk1NzAxNjc4MjY0OjE3NDU2NzMyNDk6c3BfYnRmOjMwMDA1NzU5NDU0MTAzMjo6MDo6&url=%2FApple-iPhone-15-Plus-256%2Fdp%2FB0CHX75CR7%2Fref%3Dsr_1_165_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.9UVt1Duij3zfj3JLdA9bpmNsqndkv-FNqLa4cMkDDYEUCrpOB0dlfyAzQqlAEBMwGUm4IrNq0FB8K2Pfw09I1eyVYyjjfxWiKVHWTknHvq05Veo7kYEeVdm9VQdIKoT784doKg7h84NffwqTXLXSj3nP36FLyEz2yzRXbYNqVPq_614KJTB55KDSCjnbp_TcZ27CyR83KoTAeitxDrNpao2QmSCrjj36dHCWYdfrKh8.n99eIubPSZKFauHQ-EHPZ6C2kaA5PxH7BABAYWps5YU%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673248%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"iPhone 16 512 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",https://m.media-amazon.com/images/I/61135j8fPJL._AC_UY218_.jpg,"1,02,900",4.4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzEwMTA4NDExMDU3Nzg3OjE3NDU2NzMyNTU6c3BfYXRmX25leHQ6MzAwMzUxNDgxOTgxNjMyOjowOjo&url=%2FiPhone-16-512-GB-Control%2Fdp%2FB0DGJ63CXK%2Fref%3Dsr_1_161_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.YRoTpUkoJo3_h_AKRJWLFir7k8LHcAMf-tbPVjSfIg46jMVUFcROB8M3hfJtKD3VQ5QppW85S7YWfU9wf68evmz9PEio3PwgHO7jjMn5P-eG0ZR9lk4iCTVfLiREUN_c-2Z9NrSLb61aonxFS4wfs6lhmpthgph_bsaHQfi4EFpN3zIgBbIG8nfxKvHtwtbdeaMYtk8-dgXBwZkZYikOiZ7CvcMHsogJhH55ShsZOp4.ENdvQHx21nyN8jl3Rlp0t_xpu4X8GuaNmthAeNlXo4M%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673255%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"iPhone 16 Pro 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Black Titanium",https://m.media-amazon.com/images/I/61Ony8rgwEL._AC_UY218_.jpg,"1,22,900",4.4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzEwMTA4NDExMDU3Nzg3OjE3NDU2NzMyNTU6c3BfYXRmX25leHQ6MzAwMzU1MzQ4ODU1OTMyOjowOjo&url=%2FiPhone-16-Pro-256-GB%2Fdp%2FB0DGJC8DG8%2Fref%3Dsr_1_162_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.YRoTpUkoJo3_h_AKRJWLFir7k8LHcAMf-tbPVjSfIg46jMVUFcROB8M3hfJtKD3VQ5QppW85S7YWfU9wf68evmz9PEio3PwgHO7jjMn5P-eG0ZR9lk4iCTVfLiREUN_c-2Z9NrSLb61aonxFS4wfs6lhmpthgph_bsaHQfi4EFpN3zIgBbIG8nfxKvHtwtbdeaMYtk8-dgXBwZkZYikOiZ7CvcMHsogJhH55ShsZOp4.ENdvQHx21nyN8jl3Rlp0t_xpu4X8GuaNmthAeNlXo4M%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673255%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"OPPO F29 5G (Solid Purple, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/81LlPWpcBvL._AC_UY218_.jpg,"25,999",4.1,https://www.amazon.in/OPPO-Purple-Storage-Additional-Exchange/dp/B0DY1M4GG8/ref=sr_1_163?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.YRoTpUkoJo3_h_AKRJWLFir7k8LHcAMf-tbPVjSfIg46jMVUFcROB8M3hfJtKD3VQ5QppW85S7YWfU9wf68evmz9PEio3PwgHO7jjMn5P-eG0ZR9lk4iCTVfLiREUN_c-2Z9NrSLb61aonxFS4wfs6lhmpthgph_bsaHQfi4EFpN3zIgBbIG8nfxKvHtwtbdeaMYtk8-dgXBwZkZYikOiZ7CvcMHsogJhH55ShsZOp4.ENdvQHx21nyN8jl3Rlp0t_xpu4X8GuaNmthAeNlXo4M&dib_tag=se&keywords=mobiles&qid=1745673255&sprefix=mobiles%2Caps%2C247&sr=8-163
"Samsung Galaxy A14 5G (Dark Red, 4GB, 64GB Storage) | Triple Rear Camera (50 MP Main) | Upto 16 GB RAM with RAM Plus | Without Charger",https://m.media-amazon.com/images/I/812-qrt9U3L._AC_UY218_.jpg,"11,985",4,https://www.amazon.in/Samsung-Galaxy-Storage-Without-Charger/dp/B0BS181R59/ref=sr_1_164?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.YRoTpUkoJo3_h_AKRJWLFir7k8LHcAMf-tbPVjSfIg46jMVUFcROB8M3hfJtKD3VQ5QppW85S7YWfU9wf68evmz9PEio3PwgHO7jjMn5P-eG0ZR9lk4iCTVfLiREUN_c-2Z9NrSLb61aonxFS4wfs6lhmpthgph_bsaHQfi4EFpN3zIgBbIG8nfxKvHtwtbdeaMYtk8-dgXBwZkZYikOiZ7CvcMHsogJhH55ShsZOp4.ENdvQHx21nyN8jl3Rlp0t_xpu4X8GuaNmthAeNlXo4M&dib_tag=se&keywords=mobiles&qid=1745673255&sprefix=mobiles%2Caps%2C247&sr=8-164
Samsung Galaxy f55 5g Apricot Crush 8GB 128 GB,https://m.media-amazon.com/images/I/61NJIqWzScL._AC_UY218_.jpg,"16,592",3.5,https://www.amazon.in/Samsung-Galaxy-f55-Apricot-Crush/dp/B0D5VQ8WF2/ref=sr_1_165?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.YRoTpUkoJo3_h_AKRJWLFir7k8LHcAMf-tbPVjSfIg46jMVUFcROB8M3hfJtKD3VQ5QppW85S7YWfU9wf68evmz9PEio3PwgHO7jjMn5P-eG0ZR9lk4iCTVfLiREUN_c-2Z9NrSLb61aonxFS4wfs6lhmpthgph_bsaHQfi4EFpN3zIgBbIG8nfxKvHtwtbdeaMYtk8-dgXBwZkZYikOiZ7CvcMHsogJhH55ShsZOp4.ENdvQHx21nyN8jl3Rlp0t_xpu4X8GuaNmthAeNlXo4M&dib_tag=se&keywords=mobiles&qid=1745673255&sprefix=mobiles%2Caps%2C247&sr=8-165
"Xiaomi 15 Ultra (Silver Chrome, 16GB/512GB)| 200 MP Leica-Quad Camera | SD 8 Elite | WQHD+ Quad Curve AMOLED | Hyper AI",https://m.media-amazon.com/images/I/81ql3U3xAwL._AC_UY218_.jpg,"1,09,999",,https://www.amazon.in/Xiaomi-Silver-Chrome-Leica-Quad-Camera/dp/B0DYV4177R/ref=sr_1_166?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.YRoTpUkoJo3_h_AKRJWLFir7k8LHcAMf-tbPVjSfIg46jMVUFcROB8M3hfJtKD3VQ5QppW85S7YWfU9wf68evmz9PEio3PwgHO7jjMn5P-eG0ZR9lk4iCTVfLiREUN_c-2Z9NrSLb61aonxFS4wfs6lhmpthgph_bsaHQfi4EFpN3zIgBbIG8nfxKvHtwtbdeaMYtk8-dgXBwZkZYikOiZ7CvcMHsogJhH55ShsZOp4.ENdvQHx21nyN8jl3Rlp0t_xpu4X8GuaNmthAeNlXo4M&dib_tag=se&keywords=mobiles&qid=1745673255&sprefix=mobiles%2Caps%2C247&sr=8-166
"realme C61 4G (6 GB, 128GB Safari Green)",https://m.media-amazon.com/images/I/71OpXbqwOeL._AC_UY218_.jpg,"8,478",3.4,https://www.amazon.in/realme-C61-128GB-Safari-Green/dp/B0D856WYB7/ref=sr_1_167?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.YRoTpUkoJo3_h_AKRJWLFir7k8LHcAMf-tbPVjSfIg46jMVUFcROB8M3hfJtKD3VQ5QppW85S7YWfU9wf68evmz9PEio3PwgHO7jjMn5P-eG0ZR9lk4iCTVfLiREUN_c-2Z9NrSLb61aonxFS4wfs6lhmpthgph_bsaHQfi4EFpN3zIgBbIG8nfxKvHtwtbdeaMYtk8-dgXBwZkZYikOiZ7CvcMHsogJhH55ShsZOp4.ENdvQHx21nyN8jl3Rlp0t_xpu4X8GuaNmthAeNlXo4M&dib_tag=se&keywords=mobiles&qid=1745673255&sprefix=mobiles%2Caps%2C247&sr=8-167
"Samsung Galaxy A16 5G (Light Green, 6GB RAM, 128GB Storage) | Super AMOLED | 50MP Triple Camera with Ultra Wide Lens | 6 OS & 6 Years Security Updates | IP54 | Tap & Pay | 5000mAh",https://m.media-amazon.com/images/I/71z4VMabjgL._AC_UY218_.jpg,"15,499",3.6,https://www.amazon.in/Samsung-Storage-Security-Updates-5000mAh/dp/B0DJP9Q3Z9/ref=sr_1_168?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.YRoTpUkoJo3_h_AKRJWLFir7k8LHcAMf-tbPVjSfIg46jMVUFcROB8M3hfJtKD3VQ5QppW85S7YWfU9wf68evmz9PEio3PwgHO7jjMn5P-eG0ZR9lk4iCTVfLiREUN_c-2Z9NrSLb61aonxFS4wfs6lhmpthgph_bsaHQfi4EFpN3zIgBbIG8nfxKvHtwtbdeaMYtk8-dgXBwZkZYikOiZ7CvcMHsogJhH55ShsZOp4.ENdvQHx21nyN8jl3Rlp0t_xpu4X8GuaNmthAeNlXo4M&dib_tag=se&keywords=mobiles&qid=1745673255&sprefix=mobiles%2Caps%2C247&sr=8-168
"Vivo Y28e 5G (Vintage Red, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers | with Charger",https://m.media-amazon.com/images/I/71xm5NIERAL._AC_UY218_.jpg,"10,499",3.8,https://www.amazon.in/Vintage-Storage-Additional-Exchange-Charger/dp/B0DXKLJMQ3/ref=sr_1_169?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.YRoTpUkoJo3_h_AKRJWLFir7k8LHcAMf-tbPVjSfIg46jMVUFcROB8M3hfJtKD3VQ5QppW85S7YWfU9wf68evmz9PEio3PwgHO7jjMn5P-eG0ZR9lk4iCTVfLiREUN_c-2Z9NrSLb61aonxFS4wfs6lhmpthgph_bsaHQfi4EFpN3zIgBbIG8nfxKvHtwtbdeaMYtk8-dgXBwZkZYikOiZ7CvcMHsogJhH55ShsZOp4.ENdvQHx21nyN8jl3Rlp0t_xpu4X8GuaNmthAeNlXo4M&dib_tag=se&keywords=mobiles&qid=1745673255&sprefix=mobiles%2Caps%2C247&sr=8-169
"HONOR 200 5G (Black, 12GB + 512GB) | 6.7-inch AMOLED Quad-Curved Display | Dual OIS 50MP + 50MP + 12MP Camera | 50MP Selfie Camera | AI-Powered MagicOS 8.0 | Without Charger",https://m.media-amazon.com/images/I/71yVqjq0aeL._AC_UY218_.jpg,"32,250",4.1,https://www.amazon.in/6-7-inch-Quad-Curved-Display-AI-Powered-MagicOS/dp/B0D6VJCZW3/ref=sr_1_170?crid=8CTWKCJJG0BI&dib=eyJ2IjoiMSJ9.YRoTpUkoJo3_h_AKRJWLFir7k8LHcAMf-tbPVjSfIg46jMVUFcROB8M3hfJtKD3VQ5QppW85S7YWfU9wf68evmz9PEio3PwgHO7jjMn5P-eG0ZR9lk4iCTVfLiREUN_c-2Z9NrSLb61aonxFS4wfs6lhmpthgph_bsaHQfi4EFpN3zIgBbIG8nfxKvHtwtbdeaMYtk8-dgXBwZkZYikOiZ7CvcMHsogJhH55ShsZOp4.ENdvQHx21nyN8jl3Rlp0t_xpu4X8GuaNmthAeNlXo4M&dib_tag=se&keywords=mobiles&qid=1745673255&sprefix=mobiles%2Caps%2C247&sr=8-170
"iPhone 16 Plus 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Pink",https://m.media-amazon.com/images/I/71AXSIdO4oL._AC_UY218_.jpg,"92,900",4.5,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzEwMTA4NDExMDU3Nzg3OjE3NDU2NzMyNTU6c3BfbXRmOjMwMDM1MTQ4MTk3OTAzMjo6MDo6&url=%2FiPhone-16-Plus-256-GB%2Fdp%2FB0DGJ393NL%2Fref%3Dsr_1_171_sspa%3Fcrid%3D8CTWKCJJG0BI%26dib%3DeyJ2IjoiMSJ9.YRoTpUkoJo3_h_AKRJWLFir7k8LHcAMf-tbPVjSfIg46jMVUFcROB8M3hfJtKD3VQ5QppW85S7YWfU9wf68evmz9PEio3PwgHO7jjMn5P-eG0ZR9lk4iCTVfLiREUN_c-2Z9NrSLb61aonxFS4wfs6lhmpthgph_bsaHQfi4EFpN3zIgBbIG8nfxKvHtwtbdeaMYtk8-dgXBwZkZYikOiZ7CvcMHsogJhH55ShsZOp4.ENdvQHx21nyN8jl3Rlp0t_xpu4X8GuaNmthAeNlXo4M%26dib_tag%3Dse%26keywords%3Dmobiles%26qid%3D1745673255%26sprefix%3Dmobiles%252Caps%252C247%26sr%3D8-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
